Type,Date,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing
Person and Vehicle search,2016-05-03T10:59:00+00:00,,,51.516298,-3.581867,Female,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-05-03T11:29:00+00:00,,,51.476106,-3.182745,Male,25-34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,False,
Person search,2016-05-03T13:07:00+00:00,,,51.619817,-3.940654,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-05-03T13:07:00+00:00,,,51.619817,-3.940654,Male,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-05-03T14:33:00+00:00,,,51.621578,-3.942954,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2016-05-03T15:13:00+00:00,,,51.520648,-3.584021,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-05-03T15:27:00+00:00,,,,,Male,over 34,Black or Black British - African (B2),Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2016-05-03T15:28:00+00:00,,,51.495062,-3.165561,Male,over 34,Black or Black British - African (B2),Black,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,False,
Person search,2016-05-03T22:10:00+00:00,,,51.475904,-3.164323,Male,18-24,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,False,
Person search,2016-05-03T22:11:00+00:00,,,,,,,,,,,,,
Person search,2016-05-03T22:11:00+00:00,,,,,,,,,,,,,
Person search,2016-05-03T23:29:00+00:00,,,51.695179,-3.427345,Male,10-17,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Nothing found - no further action,False,
Person search,2016-05-03T23:35:00+00:00,,,51.695179,-3.427345,Male,10-17,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Nothing found - no further action,False,
Person search,2016-05-03T23:45:00+00:00,,,51.695179,-3.427345,Male,10-17,Not Stated (NS),Black,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Nothing found - no further action,False,
Person search,2016-05-04T05:41:00+00:00,,,,,,,,,,,,,
Person search,2016-05-04T10:13:00+00:00,,,51.721788,-3.450609,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-05-04T10:19:00+00:00,,,51.720143,-3.447675,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-05-04T10:27:00+00:00,,,51.710006,-3.450145,Male,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person and Vehicle search,2016-05-04T10:39:00+00:00,,,51.721788,-3.450609,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-05-04T10:45:00+00:00,,,51.721788,-3.450609,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,True,
Person search,2016-05-04T13:43:00+00:00,,,51.464461,-3.178356,Male,25-34,Mixed - White and Black Caribbean (M1),Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-05-04T13:48:00+00:00,,,51.464461,-3.178356,Male,25-34,Mixed - White and Black Caribbean (M1),Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-05-04T14:43:00+00:00,,,51.464461,-3.178356,Male,25-34,Black or Black British - Any other Black ethnic background (B9),Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person and Vehicle search,2016-05-04T17:20:00+00:00,,,51.526048,-3.116606,Male,10-17,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person and Vehicle search,2016-05-04T19:48:00+00:00,,,51.466967,-3.167781,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-05-04T21:43:00+00:00,,,51.403352,-3.266206,Male,18-24,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),,,False,
Person search,2016-05-04T21:49:00+00:00,,,51.403352,-3.266206,Male,10-17,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,False,
Person search,2016-05-04T21:52:00+00:00,,,51.403154,-3.273633,Male,18-24,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),,,,
Person search,2016-05-04T21:59:00+00:00,,,,,,,,,,,,,
Person search,2016-05-04T22:00:00+00:00,,,51.403154,-3.273633,,,,,,,,,
Person search,2016-05-04T23:33:00+00:00,,,51.492088,-3.176144,Male,25-34,Asian or Asian British - Any other Asian ethnic background (A9),Asian,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Suspect summonsed to court,False,
Person search,2016-05-05T03:33:00+00:00,,,51.651139,-3.932408,Male,18-24,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,False,
Person search,2016-05-05T04:03:00+00:00,,,51.480217,-3.237502,Male,18-24,Not Stated (NS),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,False,
Person search,2016-05-05T04:03:00+00:00,,,51.480217,-3.237502,Male,18-24,Not Stated (NS),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,False,
Person search,2016-05-05T04:03:00+00:00,,,51.480217,-3.237502,Male,18-24,Not Stated (NS),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,False,
Person search,2016-05-05T11:24:00+00:00,,,51.522320,-3.195546,Male,over 34,White - White British (W1),White,,,Nothing found - no further action,,
Person search,2016-05-05T12:05:00+00:00,,,51.568337,-3.312758,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,False,
Person search,2016-05-05T12:13:00+00:00,,,51.605381,-3.339285,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,False,
Person search,2016-05-05T13:04:00+00:00,,,51.524874,-3.106674,Male,25-34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Suspect summonsed to court,False,
Person search,2016-05-05T13:49:00+00:00,,,51.596787,-3.810187,Male,over 34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,False,
Person search,2016-05-05T14:39:00+00:00,,,51.509320,-3.575861,Male,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-05-05T15:24:00+00:00,,,51.480609,-3.190883,Male,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),,Nothing found - no further action,,
Person search,2016-05-05T15:28:00+00:00,,,51.614314,-3.956380,Male,over 34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,False,
Person search,2016-05-05T15:41:00+00:00,,,51.620503,-3.975036,Female,over 34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,False,
Person search,2016-05-05T17:10:00+00:00,,,51.703827,-3.438529,Male,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person and Vehicle search,2016-05-05T17:34:00+00:00,,,51.644438,-3.972550,Male,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-05-05T17:48:00+00:00,,,51.620187,-3.944426,Male,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-05-05T17:58:00+00:00,,,51.714150,-3.450249,Male,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-05-05T23:52:00+00:00,,,,,Female,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given penalty notice,False,
Person search,2016-05-06T00:19:00+00:00,,,,,Male,18-24,White - White British (W1),White,,,Nothing found - no further action,,
Person search,2016-05-06T00:23:00+00:00,,,51.610789,-3.659240,Male,10-17,,,,,,,
Person and Vehicle search,2016-05-06T00:23:00+00:00,,,51.610789,-3.659240,Male,10-17,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),,,,
Person search,2016-05-06T00:23:00+00:00,,,51.610789,-3.659240,Male,10-17,,,,,,,
Person search,2016-05-06T10:22:00+00:00,,,51.480220,-3.176026,Male,over 34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person and Vehicle search,2016-05-06T11:12:00+00:00,,,51.501674,-3.205263,Male,25-34,White - White British (W1),White,,,,,
Person search,2016-05-06T11:20:00+00:00,,,51.636130,-3.655989,Male,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,True,
Person search,2016-05-06T11:23:00+00:00,,,51.483514,-3.235215,Female,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-05-06T12:13:00+00:00,,,51.501730,-3.575873,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,True,
Person search,2016-05-06T14:23:00+00:00,,,51.505603,-3.577447,Male,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-05-06T20:55:00+00:00,,,51.655201,-3.984843,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,True,
Person and Vehicle search,2016-05-06T21:09:00+00:00,,,51.468809,-3.189381,Male,over 34,Black or Black British - African (B2),Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person and Vehicle search,2016-05-06T21:09:00+00:00,,,51.468809,-3.189381,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person and Vehicle search,2016-05-06T21:32:00+00:00,,,51.645006,-3.962775,Male,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect summonsed to court,False,
Person and Vehicle search,2016-05-06T21:50:00+00:00,,,51.601713,-3.827119,Male,10-17,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,False,
Person search,2016-05-06T22:01:00+00:00,,,51.622005,-3.955700,Male,18-24,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Suspect arrested,True,
Person search,2016-05-06T22:09:00+00:00,,,51.398953,-3.285318,Male,18-24,Asian or Asian British - Indian (A1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,,
Person search,2016-05-06T22:16:00+00:00,,,51.399087,-3.284589,Male,18-24,Mixed - White and Black Caribbean (M1),Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,True,
Person search,2016-05-06T23:34:00+00:00,,,51.480369,-3.188918,Male,25-34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,False,
Person and Vehicle search,2016-05-06T23:42:00+00:00,,,51.566571,-3.984847,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,True,
Person search,2016-05-06T23:52:00+00:00,,,51.594514,-3.793609,Male,10-17,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Controlled drugs,,False,
Person search,2016-05-07T00:01:00+00:00,,,51.483169,-3.175166,Male,10-17,Black or Black British - Any other Black ethnic background (B9),Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2016-05-07T00:01:00+00:00,,,51.483169,-3.175166,Male,18-24,Not Stated (NS),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,False,
Person and Vehicle search,2016-05-07T00:19:00+00:00,,,51.645393,-3.958976,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2016-05-07T03:44:00+00:00,,,51.477699,-3.176335,Male,18-24,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Offender given drugs possession warning,False,
Person and Vehicle search,2016-05-07T04:11:00+00:00,,,51.639478,-3.816310,Male,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,True,
Person and Vehicle search,2016-05-07T04:15:00+00:00,,,51.639478,-3.816310,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-05-07T04:26:00+00:00,,,51.593870,-3.796919,Male,10-17,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person and Vehicle search,2016-05-07T11:16:00+00:00,,,51.747154,-3.606797,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-05-07T11:29:00+00:00,,,51.517229,-3.574131,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,True,
Person search,2016-05-07T11:31:00+00:00,,,51.517229,-3.574131,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,True,
Person search,2016-05-07T15:52:00+00:00,,,51.507138,-3.581002,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,True,
Person search,2016-05-07T16:19:00+00:00,,,51.657268,-3.838592,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-05-07T16:47:00+00:00,,,51.505603,-3.577447,Female,10-17,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Offender given penalty notice,False,
Person search,2016-05-07T18:20:00+00:00,,,51.540607,-3.596265,Male,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-05-07T18:25:00+00:00,,,,,,,,,,,,,
Person search,2016-05-07T21:16:00+00:00,,,51.502066,-3.159285,Male,18-24,,,,,,,
Person search,2016-05-07T22:29:00+00:00,,,51.493983,-3.162825,Male,18-24,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,False,
Person search,2016-05-07T23:23:00+00:00,,,51.637593,-3.820729,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-05-08T00:22:00+00:00,,,51.395821,-3.287272,Male,18-24,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,False,
Person search,2016-05-08T04:04:00+00:00,,,51.480314,-3.179139,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-05-08T04:37:00+00:00,,,51.485426,-3.162506,Male,10-17,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2016-05-08T14:19:00+00:00,,,51.543146,-3.577361,Male,10-17,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2016-05-08T14:23:00+00:00,,,51.572999,-3.529259,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2016-05-08T14:25:00+00:00,,,51.493983,-3.162825,Male,18-24,Asian or Asian British - Indian (A1),Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,False,
Person and Vehicle search,2016-05-08T18:16:00+00:00,,,51.622005,-3.955700,Male,over 34,Mixed - White and Black Caribbean (M1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,True,
Person and Vehicle search,2016-05-08T23:30:00+00:00,,,51.481683,-3.145389,Male,18-24,Asian or Asian British - Indian (A1),Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2016-05-08T23:30:00+00:00,,,51.481683,-3.145389,Male,25-34,Asian or Asian British - Pakistani (A2),Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-05-09T01:48:00+00:00,,,51.612122,-3.961615,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,True,
Person search,2016-05-09T02:01:00+00:00,,,51.504617,-3.138486,Male,over 34,White - Any other White ethnic background (W9),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Suspect arrested,True,
Person search,2016-05-09T09:11:00+00:00,,,51.519771,-3.177362,Male,25-34,Not Stated (NS),,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-05-09T09:18:00+00:00,,,51.519771,-3.177362,Male,25-34,Asian or Asian British - Pakistani (A2),Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-05-09T09:24:00+00:00,,,51.519771,-3.177362,Male,18-24,Not Stated (NS),,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-05-09T10:02:00+00:00,,,51.615192,-3.957617,Male,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2016-05-09T12:30:00+00:00,,,51.501674,-3.205263,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-05-09T19:56:00+00:00,,,51.478931,-3.160988,Female,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2016-05-09T21:46:00+00:00,,,51.484531,-3.163866,Male,25-34,Black or Black British - African (B2),Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given penalty notice,False,
Person search,2016-05-09T21:49:00+00:00,,,51.487406,-3.159590,Male,25-34,Black or Black British - African (B2),Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given penalty notice,False,
Person search,2016-05-09T23:34:00+00:00,,,51.393699,-3.316362,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-05-09T23:55:00+00:00,,,51.471364,-3.212109,Male,10-17,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,True,
Person search,2016-05-10T00:10:00+00:00,,,,,,,,,,,,,
Person search,2016-05-10T01:57:00+00:00,,,51.585302,-3.423350,Male,over 34,Mixed - White and Black Caribbean (M1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-05-10T01:59:00+00:00,,,51.497279,-3.208634,Male,10-17,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2016-05-10T02:31:00+00:00,,,,,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person and Vehicle search,2016-05-10T02:47:00+00:00,,,,,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person and Vehicle search,2016-05-10T02:56:00+00:00,,,,,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person and Vehicle search,2016-05-10T03:05:00+00:00,,,,,Male,18-24,Mixed - Any other Mixed ethnic background (M9),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given penalty notice,False,
Person and Vehicle search,2016-05-10T03:11:00+00:00,,,,,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person and Vehicle search,2016-05-10T03:44:00+00:00,,,51.619445,-3.435050,Male,over 34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,False,
Person search,2016-05-10T04:42:00+00:00,,,51.629339,-3.454564,Male,25-34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,False,
Person and Vehicle search,2016-05-10T05:02:00+00:00,,,51.618957,-3.937728,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,True,
Person and Vehicle search,2016-05-10T05:08:00+00:00,,,51.618957,-3.937728,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,True,
Person search,2016-05-10T05:20:00+00:00,,,51.706544,-3.436242,Male,25-34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,False,
Person search,2016-05-10T14:34:00+00:00,,,51.508730,-3.583593,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2016-05-10T15:25:00+00:00,,,51.537771,-3.385703,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,True,
Person search,2016-05-10T15:36:00+00:00,,,51.508463,-3.583397,Female,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-05-10T15:45:00+00:00,,,,,Male,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person and Vehicle search,2016-05-10T15:47:00+00:00,,,51.537771,-3.385703,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-05-10T15:54:00+00:00,,,51.484434,-3.174564,Male,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-05-10T16:15:00+00:00,,,51.483130,-3.157379,Male,25-34,Black or Black British - African (B2),Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given penalty notice,False,
