Type,Date,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing
Person and Vehicle search,2016-04-09T18:40:00+00:00,,,,,Male,10-17,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2016-04-09T21:15:00+00:00,,,51.531486,-3.578486,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,True,
Person search,2016-04-09T21:33:00+00:00,,,51.608415,-3.335807,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2016-04-09T21:37:00+00:00,,,51.608415,-3.335807,Male,10-17,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2016-04-09T22:04:00+00:00,,,51.618863,-3.947793,Male,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-04-09T22:29:00+00:00,,,51.522201,-3.212407,Male,10-17,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,
Person search,2016-04-09T22:36:00+00:00,,,51.586179,-3.772884,Female,25-34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,False,
Person search,2016-04-09T22:41:00+00:00,,,51.522201,-3.212407,Male,,,,,,,False,
Person search,2016-04-09T22:41:00+00:00,,,51.522201,-3.212407,Male,10-17,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,
Person search,2016-04-09T22:48:00+00:00,,,51.522201,-3.212407,Male,10-17,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,
Person and Vehicle search,2016-04-09T23:10:00+00:00,,,51.481299,-3.159781,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-04-10T01:12:00+00:00,,,,,,,,,,,,,
Person search,2016-04-10T01:57:00+00:00,,,51.472645,-3.183577,Female,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2016-04-10T03:28:00+00:00,,,51.583107,-3.313963,Male,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-04-10T04:16:00+00:00,,,51.643576,-3.974073,Male,18-24,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,False,
Person search,2016-04-10T05:13:00+00:00,,,51.514987,-3.190713,Male,18-24,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,False,
Person search,2016-04-10T08:44:00+00:00,,,51.745770,-3.381182,Male,over 34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,False,
Person search,2016-04-10T12:50:00+00:00,,,,,,,,,,,,,
Person search,2016-04-10T13:21:00+00:00,,,,,Male,18-24,,,,,,,
Person search,2016-04-10T16:23:00+00:00,,,51.525460,-3.699584,Male,10-17,White - White British (W1),White,,,,,
Person search,2016-04-10T16:23:00+00:00,,,51.525460,-3.699584,Male,10-17,White - White British (W1),White,,,,,
Person search,2016-04-10T16:56:00+00:00,,,51.586798,-3.312698,Female,over 34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,False,
Person search,2016-04-10T19:15:00+00:00,,,51.590559,-3.309328,Male,10-17,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-04-10T21:30:00+00:00,,,,,,,,,,,,,
Person search,2016-04-10T22:16:00+00:00,,,51.703839,-3.894072,Male,18-24,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Suspect arrested,True,
Person search,2016-04-10T22:28:00+00:00,,,51.518691,-3.586432,Male,over 34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,False,
Person search,2016-04-10T23:14:00+00:00,,,51.472643,-3.178365,Male,over 34,Asian or Asian British - Bangladeshi (A3),Asian,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,False,
Person search,2016-04-10T23:45:00+00:00,,,51.391684,-3.275787,Male,25-34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,
Person search,2016-04-10T23:56:00+00:00,,,51.508129,-3.577491,Male,10-17,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2016-04-10T23:57:00+00:00,,,51.393699,-3.316362,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-04-11T00:01:00+00:00,,,51.393699,-3.316362,Male,10-17,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-04-11T01:22:00+00:00,,,51.413404,-3.249573,Male,18-24,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,
Person search,2016-04-11T03:03:00+00:00,,,51.662438,-3.819556,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person and Vehicle search,2016-04-11T03:15:00+00:00,,,51.662438,-3.819556,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,True,
Person search,2016-04-11T03:34:00+00:00,,,51.636790,-3.653195,Male,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-04-11T10:45:00+00:00,,,51.501063,-3.157992,Male,18-24,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,
Person search,2016-04-11T11:57:00+00:00,,,51.509273,-3.202567,Male,18-24,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Controlled drugs,Nothing found - no further action,False,
Person search,2016-04-11T14:54:00+00:00,,,51.448067,-3.194511,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2016-04-11T16:14:00+00:00,,,51.504959,-3.576503,Male,over 34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Suspect arrested,False,
Person search,2016-04-11T16:17:00+00:00,,,51.418958,-3.267443,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect summonsed to court,False,
Person search,2016-04-11T19:41:00+00:00,,,51.510809,-3.514004,Male,over 34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Suspect arrested,True,
Person search,2016-04-11T20:50:00+00:00,,,51.507236,-3.560255,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,True,
Person search,2016-04-11T23:23:00+00:00,,,,,,,,,,,,,
Person search,2016-04-11T23:23:00+00:00,,,,,,,,,,,,,
Person search,2016-04-11T23:23:00+00:00,,,,,,,,,,,,,
Person search,2016-04-11T23:23:00+00:00,,,,,,,,,,,,,
Person search,2016-04-11T23:23:00+00:00,,,,,,,,,,,,,
Person search,2016-04-12T00:01:00+00:00,,,51.494728,-3.131758,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-04-12T00:11:00+00:00,,,,,Male,18-24,,,,,,False,
Person and Vehicle search,2016-04-12T00:11:00+00:00,,,51.494728,-3.131758,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-04-12T00:14:00+00:00,,,51.494728,-3.131758,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-04-12T01:16:00+00:00,,,51.500772,-3.220338,Male,10-17,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,False,
Person search,2016-04-12T04:19:00+00:00,,,51.688036,-3.405261,Female,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-04-12T04:22:00+00:00,,,51.688036,-3.405261,Female,10-17,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-04-12T04:28:00+00:00,,,51.411736,-3.284900,Male,25-34,White - White British (W1),White,,,Suspect arrested,,
Person search,2016-04-12T07:16:00+00:00,,,51.634021,-3.950133,Male,18-24,Not Stated (NS),,,Stolen goods,Nothing found - no further action,False,
Person search,2016-04-12T11:30:00+00:00,,,51.741282,-3.384318,Male,over 34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Controlled drugs,Suspect arrested,True,
Person search,2016-04-12T16:46:00+00:00,,,51.582830,-3.443147,Male,10-17,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-04-12T18:28:00+00:00,,,51.582444,-4.042944,Male,18-24,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,False,
Person search,2016-04-12T19:18:00+00:00,,,51.500558,-3.562016,Male,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-04-12T19:22:00+00:00,,,51.500558,-3.562016,Male,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-04-12T21:19:00+00:00,,,51.608084,-3.984650,Male,over 34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person search,2016-04-12T22:07:00+00:00,,,51.590559,-3.309328,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-04-12T22:11:00+00:00,,,51.590559,-3.309328,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-04-12T22:18:00+00:00,,,51.590559,-3.309328,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-04-12T22:20:00+00:00,,,51.591166,-3.309735,Male,10-17,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2016-04-12T22:22:00+00:00,,,51.590559,-3.309328,Male,10-17,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2016-04-12T22:30:00+00:00,,,51.590559,-3.309328,Male,10-17,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2016-04-13T04:32:00+00:00,,,51.614064,-3.407958,Female,25-34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,False,
Person search,2016-04-13T09:38:00+00:00,,,51.586179,-3.772884,Male,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-04-13T10:43:00+00:00,,,51.621578,-3.942954,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,False,
Person search,2016-04-13T11:32:00+00:00,,,51.496683,-3.695906,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,True,
Person search,2016-04-13T14:25:00+00:00,,,51.646124,-3.328865,Male,25-34,White - Any other White ethnic background (W9),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,False,
Person search,2016-04-13T14:51:00+00:00,,,51.662704,-4.077193,Male,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,True,
Person search,2016-04-13T15:15:00+00:00,,,51.485381,-3.160748,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2016-04-13T16:49:00+00:00,,,51.492745,-3.139660,Male,over 34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,False,
Person search,2016-04-13T18:09:00+00:00,,,51.619817,-3.940654,Male,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-04-13T18:42:00+00:00,,,51.525423,-3.202488,Female,over 34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person search,2016-04-14T00:27:00+00:00,,,51.741651,-3.377435,Male,over 34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,False,
Person search,2016-04-14T04:57:00+00:00,,,51.621919,-3.975329,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-04-14T05:26:00+00:00,,,51.569688,-3.323027,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,True,
Person search,2016-04-14T05:32:00+00:00,,,51.569688,-3.323027,Male,10-17,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Suspect arrested,False,
Person search,2016-04-14T06:13:00+00:00,,,51.590974,-3.310812,Male,10-17,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-04-14T08:38:00+00:00,,,51.408891,-3.266201,Female,25-34,White - White British (W1),White,,,Nothing found - no further action,,
Person search,2016-04-14T08:45:00+00:00,,,51.410563,-3.252012,Female,over 34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,False,
Person and Vehicle search,2016-04-14T09:46:00+00:00,,,51.645780,-3.936747,Male,18-24,Not Stated (NS),Other,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect summonsed to court,False,
Person search,2016-04-14T10:08:00+00:00,,,,,Female,25-34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Suspect arrested,True,
Person search,2016-04-14T12:23:00+00:00,,,51.620050,-3.953709,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-04-14T13:06:00+00:00,,,51.593568,-3.799044,Female,10-17,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Suspect arrested,True,
Person search,2016-04-14T14:16:00+00:00,,,51.508129,-3.577491,Male,over 34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,False,
Person and Vehicle search,2016-04-14T14:17:00+00:00,,,51.745770,-3.381182,Male,25-34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),,Suspect arrested,False,
Person search,2016-04-14T15:21:00+00:00,,,,,Male,10-17,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,False,
Person search,2016-04-14T20:38:00+00:00,,,51.618417,-3.937214,Male,18-24,White - White British (W1),White,Poaching Prevention Act 1862 (section 2),Controlled drugs,Nothing found - no further action,False,
Person search,2016-04-14T20:42:00+00:00,,,51.618417,-3.937214,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-04-14T20:49:00+00:00,,,51.618417,-3.937214,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-04-14T22:24:00+00:00,,,51.506627,-3.579500,Male,over 34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Firearms,Nothing found - no further action,False,
Person search,2016-04-14T22:53:00+00:00,,,51.410563,-3.252012,Male,over 34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,False,
Person search,2016-04-15T06:56:00+00:00,,,51.413404,-3.249573,Male,over 34,Asian or Asian British - Any other Asian ethnic background (A9),Asian,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,False,
Person search,2016-04-15T09:19:00+00:00,,,51.392588,-3.343754,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-04-15T09:21:00+00:00,,,51.392588,-3.343754,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-04-15T09:26:00+00:00,,,51.392588,-3.343754,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-04-15T09:35:00+00:00,,,51.392588,-3.343754,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,,
Person search,2016-04-15T09:36:00+00:00,,,51.392588,-3.343754,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-04-15T09:37:00+00:00,,,51.498881,-3.162186,Male,10-17,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Suspect arrested,False,
Person search,2016-04-15T09:41:00+00:00,,,51.392588,-3.343754,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-04-15T10:53:00+00:00,,,51.521506,-3.118628,,,,,,,,,
Person and Vehicle search,2016-04-15T12:32:00+00:00,,,51.489129,-3.171732,Male,25-34,Black or Black British - African (B2),Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-04-15T13:16:00+00:00,,,51.657472,-3.805781,Male,10-17,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Controlled drugs,Nothing found - no further action,False,
Person search,2016-04-15T13:17:00+00:00,,,,,,,,,,,,,
Person search,2016-04-15T13:17:00+00:00,,,,,,,,,,,,,
Person search,2016-04-15T13:25:00+00:00,,,51.662244,-3.950405,Male,10-17,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-04-15T16:27:00+00:00,,,51.509273,-3.202567,Male,10-17,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2016-04-15T17:46:00+00:00,,,51.591672,-3.780071,Male,25-34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,False,
Person search,2016-04-15T18:05:00+00:00,,,51.505603,-3.577447,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,True,
Person search,2016-04-15T18:15:00+00:00,,,51.657472,-3.805781,Male,25-34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,False,
Person search,2016-04-15T19:01:00+00:00,,,51.599833,-3.800966,Male,10-17,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,False,
Person search,2016-04-15T19:06:00+00:00,,,51.599928,-3.816391,Male,10-17,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),,Nothing found - no further action,False,
Person search,2016-04-15T19:24:00+00:00,,,51.412889,-3.256490,Male,10-17,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,False,
Person search,2016-04-15T21:47:00+00:00,,,51.602000,-3.805644,Male,10-17,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,False,
Person search,2016-04-15T21:59:00+00:00,,,51.478931,-3.160988,Male,25-34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,
Person search,2016-04-15T22:17:00+00:00,,,51.662675,-3.804802,Male,over 34,White - White British (W1),White,,,,False,
Person and Vehicle search,2016-04-15T22:23:00+00:00,,,51.664984,-3.922238,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,True,
Person search,2016-04-15T22:46:00+00:00,,,51.475597,-3.172538,Male,10-17,Black or Black British - African (B2),Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,False,
Person search,2016-04-15T22:59:00+00:00,,,51.619817,-3.940654,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-04-16T00:03:00+00:00,,,51.489672,-3.164170,Male,over 34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,False,
Person search,2016-04-16T00:10:00+00:00,,,51.485676,-3.170866,Male,25-34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,False,
Person search,2016-04-16T00:42:00+00:00,,,51.492349,-3.164426,Male,18-24,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,False,
Person search,2016-04-16T00:50:00+00:00,,,51.395821,-3.287272,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-04-16T00:54:00+00:00,,,51.395821,-3.287272,Male,18-24,White - White British (W1),White,,,,,
Person search,2016-04-16T01:23:00+00:00,,,51.643562,-3.462722,Male,over 34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Suspect summonsed to court,False,
Person search,2016-04-16T01:42:00+00:00,,,51.520086,-3.113822,Male,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-04-16T02:05:00+00:00,,,51.485297,-3.144515,Male,18-24,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Offender given drugs possession warning,False,
Person search,2016-04-16T04:46:00+00:00,,,51.603398,-3.340454,Male,over 34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person search,2016-04-16T05:05:00+00:00,,,51.603398,-3.340454,Male,25-34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,
Person and Vehicle search,2016-04-16T05:15:00+00:00,,,51.500603,-3.371508,Male,25-34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,False,
Person search,2016-04-16T05:17:00+00:00,,,51.604651,-3.340982,Female,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-04-16T08:27:00+00:00,,,51.469236,-3.254554,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-04-16T09:51:00+00:00,,,51.512309,-3.219450,Male,10-17,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2016-04-16T09:55:00+00:00,,,51.512309,-3.219450,Male,10-17,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2016-04-16T11:43:00+00:00,,,,,,,,,,,,,
Person and Vehicle search,2016-04-16T11:46:00+00:00,,,51.614855,-3.964868,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-04-16T11:50:00+00:00,,,,,,,,,,,,,
Person and Vehicle search,2016-04-16T14:44:00+00:00,,,51.529082,-3.189409,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2016-04-16T14:53:00+00:00,,,51.527985,-3.196415,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2016-04-16T15:06:00+00:00,,,51.534756,-3.187567,Male,10-17,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,
Person search,2016-04-16T15:27:00+00:00,,,51.535985,-3.191376,Male,10-17,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2016-04-16T15:34:00+00:00,,,51.535985,-3.191376,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2016-04-16T15:40:00+00:00,,,51.531248,-3.183237,Male,10-17,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2016-04-16T15:44:00+00:00,,,51.531248,-3.183237,Male,10-17,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2016-04-16T21:28:00+00:00,,,51.656042,-3.973358,Male,18-24,White - Any other White ethnic background (W9),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-04-16T22:22:00+00:00,,,51.481140,-3.179290,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,False,
Person search,2016-04-16T23:26:00+00:00,,,51.674162,-3.370990,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-04-16T23:37:00+00:00,,,51.490477,-3.150881,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-04-16T23:54:00+00:00,,,,,,,,,,,,,
Person search,2016-04-17T00:05:00+00:00,,,51.487406,-3.159590,Male,10-17,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,
Person search,2016-04-17T00:13:00+00:00,,,51.403458,-3.464622,Male,10-17,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person search,2016-04-17T00:15:00+00:00,,,51.599928,-3.816391,Female,over 34,White - White British (W1),,,,Suspect arrested,False,
Person search,2016-04-17T00:17:00+00:00,,,51.403458,-3.464622,Male,18-24,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person search,2016-04-17T01:19:00+00:00,,,51.484293,-3.140587,Male,25-34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,False,
Person search,2016-04-17T01:42:00+00:00,,,51.576102,-3.757108,Female,18-24,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,False,
Person search,2016-04-17T06:19:00+00:00,,,51.580049,-3.293756,Female,over 34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Offender given penalty notice,True,
Person search,2016-04-17T08:02:00+00:00,,,51.626182,-3.661261,Male,25-34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,False,
Person search,2016-04-17T13:35:00+00:00,,,51.673537,-3.371347,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-04-17T14:57:00+00:00,,,51.476010,-3.179762,Male,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-04-17T14:59:00+00:00,,,51.473146,-3.179299,Male,25-34,Asian or Asian British - Any other Asian ethnic background (A9),Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect summonsed to court,False,
